Customer_ID,Age,Gender,Region,Income_Level,Coat_Type,Units_Sold,Price_per_Unit,Revenue,Cost_per_Unit,Total_Cost,Profit,Profit_Margin_%,High_Margin
267,20,Female,Midlands,26587.0,Fleece,2,111.49,222.98,64.69,129.38,93.6,41.98,1
268,36,Female,Northern Ireland,44337.0,3-in-1 Jacket,3,195.82,587.46,108.42,325.26,262.2,44.63,1
269,37,Male,North East,27965.0,3-in-1 Jacket,4,170.68,682.72,123.54,494.16,188.56,27.62,0
270,49,Female,Wales,37094.0,Waterproof Jacket,1,167.45,167.45,98.64,98.64,68.81,41.09,1
271,24,Male,Scotland,51620.0,Softshell,4,123.65,494.6,69.06,276.24,218.36,44.15,1
272,69,Male,South East,31677.0,Fleece,1,85.93,85.93,50.01,50.01,35.92,41.8,1
273,58,Other,South West,44607.0,Waterproof Jacket,4,149.75,599.0,93.87,375.48,223.52,37.32,1
274,50,Other,London,40687.0,Softshell,1,98.12,98.12,58.27,58.27,39.85,40.61,1
275,57,Other,Northern Ireland,38115.0,3-in-1 Jacket,1,234.02,234.02,143.0,143.0,91.02,38.89,1
276,56,Other,Scotland,39303.0,Down Jacket,1,87.01,87.01,64.83,64.83,22.18,25.49,0
277,35,Female,London,34051.0,Fleece,1,153.38,153.38,105.97,105.97,47.41,30.91,0
278,57,Other,South West,35348.0,Fleece,2,88.88,177.76,61.54,123.08,54.68,30.76,0
279,18,Female,Midlands,29519.0,Softshell,4,96.24,384.96,54.75,219.0,165.96,43.11,1
280,28,Other,Midlands,35415.0,Waterproof Jacket,1,192.01,192.01,133.72,133.72,58.29,30.36,0
281,45,Female,North West,29148.0,3-in-1 Jacket,4,190.01,760.04,132.6,530.4,229.64,30.21,0
282,42,Male,South West,45057.0,Softshell,3,85.62,256.86,58.39,175.17,81.69,31.8,0
283,67,Female,South West,18005.0,Down Jacket,1,80.19,80.19,47.77,47.77,32.42,40.43,1
284,40,Female,London,39811.0,Down Jacket,4,93.4,373.6,59.27,237.08,136.52,36.54,1
285,48,Other,Scotland,38366.0,Down Jacket,2,209.71,419.42,150.84,301.68,117.74,28.07,0
286,47,Female,London,37460.0,Softshell,4,179.38,717.52,122.7,490.8,226.72,31.6,0
287,59,Male,South East,45245.0,3-in-1 Jacket,1,86.48,86.48,60.24,60.24,26.24,30.34,0
288,52,Male,Midlands,32139.0,Fleece,3,162.98,488.94,108.79,326.37,162.57,33.25,0
289,24,Other,Midlands,37554.0,Waterproof Jacket,4,201.04,804.16,128.65,514.6,289.56,36.01,1
290,33,Male,North West,17835.0,Fleece,3,227.72,683.16,159.82,479.46,203.7,29.82,0
291,43,Female,South East,30847.0,3-in-1 Jacket,2,238.79,477.58,134.58,269.16,208.42,43.64,1
292,65,Male,Midlands,43557.0,Fleece,4,135.66,542.64,92.88,371.52,171.12,31.53,0
293,69,Other,London,21608.0,Softshell,4,103.09,412.36,77.26,309.04,103.32,25.06,0
294,66,Female,South East,36597.0,Down Jacket,2,120.28,240.56,84.92,169.84,70.72,29.4,0
295,19,Other,London,28225.0,3-in-1 Jacket,2,211.95,423.9,128.89,257.78,166.12,39.19,1
296,18,Female,Midlands,33890.0,3-in-1 Jacket,2,245.15,490.3,148.45,296.9,193.4,39.45,1
297,65,Male,Midlands,28823.0,Fleece,1,159.29,159.29,108.87,108.87,50.42,31.65,0
298,29,Other,Scotland,22528.0,Softshell,1,131.91,131.91,96.18,96.18,35.73,27.09,0
299,22,Other,Northern Ireland,38860.0,Fleece,4,152.96,611.84,101.81,407.24,204.6,33.44,0
300,54,Female,Northern Ireland,34504.0,Fleece,4,131.82,527.28,86.41,345.64,181.64,34.45,0
301,49,Other,North West,41126.0,3-in-1 Jacket,4,123.6,494.4,71.94,287.76,206.64,41.8,1
302,26,Female,London,42944.0,Fleece,3,180.94,542.82,125.41,376.23,166.59,30.69,0
303,58,Female,London,47253.0,Down Jacket,2,82.68,165.36,57.09,114.18,51.18,30.95,0
304,52,Female,North East,36335.0,Fleece,4,124.12,496.48,92.27,369.08,127.4,25.66,0
305,36,Female,South East,47686.0,Down Jacket,2,192.43,384.86,117.39,234.78,150.08,39.0,1
306,65,Male,Wales,25242.0,3-in-1 Jacket,1,85.45,85.45,59.93,59.93,25.52,29.87,0
307,33,Female,Northern Ireland,44090.0,Softshell,2,94.14,188.28,59.95,119.9,68.38,36.32,1
308,20,Other,Midlands,39594.0,Down Jacket,3,129.88,389.64,85.94,257.82,131.82,33.83,0
309,37,Male,North West,37331.0,Softshell,3,229.23,687.69,163.51,490.53,197.16,28.67,0
310,41,Other,Wales,39447.0,Softshell,2,210.03,420.06,124.84,249.68,170.38,40.56,1
311,50,Male,South West,25393.0,Down Jacket,3,83.77,251.31,51.82,155.46,95.85,38.14,1
312,41,Female,North West,23033.0,3-in-1 Jacket,3,165.29,495.87,116.47,349.41,146.46,29.54,0
313,69,Male,South West,52098.0,Waterproof Jacket,1,126.7,126.7,84.14,84.14,42.56,33.59,0
314,28,Male,South West,33313.0,Softshell,4,190.27,761.08,108.17,432.68,328.4,43.15,1
315,66,Other,South West,33170.0,Softshell,3,202.66,607.98,128.9,386.7,221.28,36.4,1
316,25,Other,Scotland,23977.0,3-in-1 Jacket,4,226.69,906.76,151.28,605.12,301.64,33.27,0
317,53,Female,Scotland,20182.0,3-in-1 Jacket,2,160.82,321.64,117.7,235.4,86.24,26.81,0
318,55,Male,Scotland,34117.0,Fleece,2,249.06,498.12,146.37,292.74,205.38,41.23,1
319,57,Male,Wales,31584.0,3-in-1 Jacket,3,246.6,739.8,175.38,526.14,213.66,28.88,0
320,37,Male,North West,35017.0,Softshell,2,229.97,459.94,132.49,264.98,194.96,42.39,1
321,52,Female,North West,35872.0,Down Jacket,1,177.73,177.73,106.36,106.36,71.37,40.16,1
322,65,Female,Midlands,59895.0,Waterproof Jacket,3,147.66,442.98,88.4,265.2,177.78,40.13,1
323,42,Female,Scotland,31614.0,Fleece,3,141.95,425.85,102.98,308.94,116.91,27.45,0
324,52,Female,Midlands,50799.0,Down Jacket,3,82.06,246.18,48.4,145.2,100.98,41.02,1
325,42,Female,South East,51420.0,Waterproof Jacket,2,122.36,244.72,86.56,173.12,71.6,29.26,0
326,46,Other,Midlands,42536.0,Waterproof Jacket,2,202.2,404.4,129.89,259.78,144.62,35.76,1
327,35,Male,Wales,32649.0,Waterproof Jacket,3,182.62,547.86,136.93,410.79,137.07,25.02,0
328,63,Male,Northern Ireland,21385.0,Down Jacket,4,235.79,943.16,169.25,677.0,266.16,28.22,0
329,35,Male,South West,39779.0,Fleece,2,88.5,177.0,61.77,123.54,53.46,30.2,0
330,19,Male,Scotland,45188.0,Fleece,2,106.4,212.8,77.05,154.1,58.7,27.58,0
331,52,Male,Northern Ireland,52477.0,Waterproof Jacket,3,214.17,642.51,144.95,434.85,207.66,32.32,0
332,33,Male,Midlands,25500.0,Down Jacket,4,140.95,563.8,101.31,405.24,158.56,28.12,0
333,58,Male,South West,32565.0,Waterproof Jacket,3,100.12,300.36,60.29,180.87,119.49,39.78,1
334,53,Male,North West,25561.0,3-in-1 Jacket,2,249.4,498.8,142.04,284.08,214.72,43.05,1
335,50,Other,London,28665.0,Fleece,3,213.83,641.49,143.95,431.85,209.64,32.68,0
336,21,Male,South West,41644.0,Softshell,3,149.49,448.47,95.22,285.66,162.81,36.3,1
337,50,Other,Wales,28207.0,Waterproof Jacket,3,219.97,659.91,139.74,419.22,240.69,36.47,1
338,31,Female,Wales,26757.0,3-in-1 Jacket,4,195.7,782.8,128.25,513.0,269.8,34.47,0
339,38,Male,Midlands,42970.0,Fleece,3,214.3,642.9,133.35,400.05,242.85,37.77,1
340,65,Female,South East,39507.0,Down Jacket,2,218.59,437.18,147.59,295.18,142.0,32.48,0
341,37,Female,Wales,38500.0,Fleece,3,94.4,283.2,52.5,157.5,125.7,44.39,1
342,25,Female,Wales,28471.0,Down Jacket,4,185.91,743.64,138.31,553.24,190.4,25.6,0
343,24,Other,Midlands,47930.0,Down Jacket,1,81.15,81.15,59.64,59.64,21.51,26.51,0
344,20,Female,South West,35145.0,Waterproof Jacket,4,87.39,349.56,64.41,257.64,91.92,26.3,0
345,34,Female,South East,58802.0,Waterproof Jacket,3,233.68,701.04,145.58,436.74,264.3,37.7,1
346,50,Female,Northern Ireland,36612.0,Fleece,1,169.69,169.69,111.38,111.38,58.31,34.36,0
347,65,Male,London,11667.0,3-in-1 Jacket,3,205.1,615.3,151.94,455.82,159.48,25.92,0
348,29,Male,Scotland,11221.0,Fleece,4,222.55,890.2,162.57,650.28,239.92,26.95,0
349,68,Other,North West,41239.0,Softshell,1,241.43,241.43,170.94,170.94,70.49,29.2,0
350,39,Other,Wales,48005.0,Down Jacket,1,227.79,227.79,143.84,143.84,83.95,36.85,1
351,39,Male,Midlands,27162.0,Down Jacket,3,162.16,486.48,107.49,322.47,164.01,33.71,0
352,63,Other,Scotland,56010.0,Waterproof Jacket,3,137.11,411.33,97.15,291.45,119.88,29.14,0
353,47,Male,North West,51630.0,3-in-1 Jacket,4,106.26,425.04,64.25,257.0,168.04,39.54,1
354,55,Female,North West,37105.0,Waterproof Jacket,3,148.05,444.15,99.98,299.94,144.21,32.47,0
355,55,Female,Northern Ireland,40395.0,Softshell,1,142.3,142.3,101.83,101.83,40.47,28.44,0
356,62,Other,Northern Ireland,43945.0,Fleece,2,175.13,350.26,121.1,242.2,108.06,30.85,0
357,68,Male,Northern Ireland,53900.0,Fleece,2,193.14,386.28,124.75,249.5,136.78,35.41,1
358,25,Male,North East,41821.0,3-in-1 Jacket,4,246.32,985.28,164.28,657.12,328.16,33.31,0
359,44,Other,North East,36879.0,Waterproof Jacket,3,203.83,611.49,152.41,457.23,154.26,25.23,0
360,44,Male,North West,41723.0,Waterproof Jacket,4,189.44,757.76,127.0,508.0,249.76,32.96,0
361,51,Female,Northern Ireland,40374.0,Softshell,2,136.97,273.94,96.85,193.7,80.24,29.29,0
362,38,Other,Wales,44244.0,Fleece,2,85.87,171.74,59.71,119.42,52.32,30.46,0
363,47,Other,Scotland,19300.0,Waterproof Jacket,3,128.98,386.94,89.03,267.09,119.85,30.97,0
364,50,Male,Scotland,38159.0,3-in-1 Jacket,1,210.64,210.64,146.03,146.03,64.61,30.67,0
365,45,Other,North East,39604.0,Fleece,3,114.9,344.7,73.64,220.92,123.78,35.91,1
366,64,Male,North West,34272.0,Softshell,2,201.07,402.14,129.66,259.32,142.82,35.51,1
367,50,Male,Midlands,42842.0,3-in-1 Jacket,1,178.56,178.56,114.92,114.92,63.64,35.64,1
368,22,Male,South West,54212.0,Down Jacket,4,109.22,436.88,60.8,243.2,193.68,44.33,1
369,65,Male,South West,36382.0,Softshell,2,124.48,248.96,74.47,148.94,100.02,40.18,1
370,36,Male,North East,41917.0,3-in-1 Jacket,4,164.37,657.48,95.48,381.92,275.56,41.91,1
371,21,Other,Midlands,51063.0,Waterproof Jacket,1,151.12,151.12,109.91,109.91,41.21,27.27,0
372,52,Female,North East,36616.0,Down Jacket,4,212.36,849.44,128.48,513.92,335.52,39.5,1
373,66,Female,South West,26115.0,Softshell,2,204.85,409.7,118.34,236.68,173.02,42.23,1
374,34,Other,Midlands,41158.0,Waterproof Jacket,3,177.68,533.04,101.98,305.94,227.1,42.6,1
375,61,Other,Northern Ireland,12983.0,Down Jacket,4,219.79,879.16,151.65,606.6,272.56,31.0,0
376,45,Female,North West,12016.0,Fleece,2,175.65,351.3,96.82,193.64,157.66,44.88,1
377,47,Female,Scotland,38330.0,Waterproof Jacket,2,243.95,487.9,157.17,314.34,173.56,35.57,1
378,46,Female,South East,11550.0,3-in-1 Jacket,1,116.93,116.93,67.09,67.09,49.84,42.62,1
379,63,Female,North West,21848.0,Softshell,2,201.4,402.8,144.99,289.98,112.82,28.01,0
380,23,Female,Northern Ireland,31199.0,Down Jacket,3,142.89,428.67,105.98,317.94,110.73,25.83,0
381,52,Male,South West,27786.0,Waterproof Jacket,3,127.42,382.26,94.51,283.53,98.73,25.83,0
382,58,Other,Northern Ireland,33522.0,Fleece,4,110.67,442.68,70.65,282.6,160.08,36.16,1
383,54,Male,North East,46129.0,Softshell,4,173.93,695.72,118.08,472.32,223.4,32.11,0
384,41,Female,Midlands,37385.0,Softshell,4,116.63,466.52,78.14,312.56,153.96,33.0,0
385,46,Female,Scotland,26607.0,Waterproof Jacket,4,114.06,456.24,70.72,282.88,173.36,38.0,1
386,66,Female,Wales,48544.0,Fleece,3,248.39,745.17,158.67,476.01,269.16,36.12,1
387,63,Male,North East,20711.0,Down Jacket,1,216.3,216.3,121.75,121.75,94.55,43.71,1
388,48,Male,North West,37219.0,Waterproof Jacket,4,207.21,828.84,146.94,587.76,241.08,29.09,0
389,52,Female,North East,19599.0,Down Jacket,1,214.99,214.99,128.6,128.6,86.39,40.18,1
390,50,Male,North West,37523.0,Softshell,2,244.72,489.44,157.14,314.28,175.16,35.79,1
391,69,Male,Wales,31814.0,Down Jacket,2,177.46,354.92,114.66,229.32,125.6,35.39,1
392,38,Female,London,45822.0,Fleece,4,117.44,469.76,77.76,311.04,158.72,33.79,0
393,49,Male,Scotland,42207.0,3-in-1 Jacket,2,226.58,453.16,161.68,323.36,129.8,28.64,0
394,40,Other,South East,29129.0,Fleece,1,206.26,206.26,141.98,141.98,64.28,31.16,0
395,50,Other,Northern Ireland,27211.0,Down Jacket,1,150.43,150.43,102.69,102.69,47.74,31.74,0
396,20,Other,London,31849.0,Waterproof Jacket,2,160.51,321.02,105.19,210.38,110.64,34.47,0
397,35,Other,North East,53756.0,Softshell,4,149.91,599.64,85.33,341.32,258.32,43.08,1
398,42,Female,Northern Ireland,51191.0,3-in-1 Jacket,1,238.09,238.09,150.09,150.09,88.0,36.96,1
399,59,Female,London,25317.0,Waterproof Jacket,1,138.4,138.4,102.62,102.62,35.78,25.85,0
400,48,Female,Midlands,43002.0,Waterproof Jacket,3,243.79,731.37,182.63,547.89,183.48,25.09,0
401,20,Other,Midlands,17686.0,Fleece,4,234.75,939.0,163.41,653.64,285.36,30.39,0
402,57,Other,Northern Ireland,30527.0,Down Jacket,3,187.19,561.57,111.47,334.41,227.16,40.45,1
403,63,Male,North West,25724.0,Fleece,2,178.57,357.14,101.85,203.7,153.44,42.96,1
404,41,Male,North West,45693.0,Down Jacket,2,142.92,285.84,90.46,180.92,104.92,36.71,1
405,67,Other,North East,22093.0,Fleece,3,83.12,249.36,59.96,179.88,69.48,27.86,0
406,49,Other,London,39294.0,Waterproof Jacket,4,101.7,406.8,70.62,282.48,124.32,30.56,0
407,64,Other,London,35007.0,Softshell,1,208.22,208.22,151.33,151.33,56.89,27.32,0
408,39,Other,Northern Ireland,33246.0,Down Jacket,2,160.16,320.32,107.81,215.62,104.7,32.69,0
409,40,Male,South West,51716.0,3-in-1 Jacket,4,105.47,421.88,60.76,243.04,178.84,42.39,1
410,19,Other,Midlands,52597.0,3-in-1 Jacket,4,124.87,499.48,71.55,286.2,213.28,42.7,1
411,44,Male,London,33556.0,Waterproof Jacket,2,241.13,482.26,134.94,269.88,212.38,44.04,1
412,59,Other,Northern Ireland,31541.0,Fleece,2,142.41,284.82,94.48,188.96,95.86,33.66,0
413,19,Other,Wales,19931.0,Fleece,4,234.31,937.24,140.25,561.0,376.24,40.14,1
414,43,Other,South East,34957.0,Waterproof Jacket,1,131.79,131.79,91.84,91.84,39.95,30.31,0
415,34,Male,Wales,54533.0,3-in-1 Jacket,3,172.35,517.05,118.45,355.35,161.7,31.27,0
416,57,Male,Scotland,33713.0,3-in-1 Jacket,2,83.48,166.96,51.23,102.46,64.5,38.63,1
417,50,Female,North East,42288.0,Fleece,3,168.72,506.16,98.76,296.28,209.88,41.47,1
418,26,Other,London,21025.0,Down Jacket,4,188.28,753.12,107.41,429.64,323.48,42.95,1
419,60,Female,Scotland,30652.0,Softshell,3,119.83,359.49,83.58,250.74,108.75,30.25,0
420,65,Female,Scotland,39625.0,Down Jacket,1,178.42,178.42,114.2,114.2,64.22,35.99,1
421,56,Male,Northern Ireland,36059.0,3-in-1 Jacket,4,190.02,760.08,116.81,467.24,292.84,38.53,1
422,46,Male,London,43247.0,Down Jacket,1,196.77,196.77,141.94,141.94,54.83,27.87,0
423,59,Female,South East,28973.0,Softshell,4,211.99,847.96,141.76,567.04,280.92,33.13,0
424,43,Other,Northern Ireland,17500.0,Down Jacket,1,132.93,132.93,86.88,86.88,46.05,34.64,0
425,52,Male,Northern Ireland,46221.0,Down Jacket,4,176.52,706.08,123.33,493.32,212.76,30.13,0
426,67,Other,North East,25639.0,Down Jacket,1,246.87,246.87,176.05,176.05,70.82,28.69,0
427,42,Other,North East,40066.0,Down Jacket,4,232.68,930.72,159.9,639.6,291.12,31.28,0
428,41,Female,Midlands,39509.0,Waterproof Jacket,1,241.95,241.95,154.36,154.36,87.59,36.2,1
429,30,Female,Midlands,18362.0,3-in-1 Jacket,4,145.64,582.56,91.15,364.6,217.96,37.41,1
430,24,Female,North West,45491.0,Softshell,1,213.78,213.78,150.57,150.57,63.21,29.57,0
431,53,Female,South West,29334.0,3-in-1 Jacket,2,185.38,370.76,121.16,242.32,128.44,34.64,0
432,62,Male,London,35551.0,Waterproof Jacket,3,94.06,282.18,64.98,194.94,87.24,30.92,0
433,37,Male,London,31418.0,Waterproof Jacket,4,220.08,880.32,160.24,640.96,239.36,27.19,0
434,18,Female,Scotland,51226.0,Waterproof Jacket,1,195.11,195.11,143.05,143.05,52.06,26.68,0
435,25,Male,London,48435.0,Waterproof Jacket,2,113.82,227.64,68.92,137.84,89.8,39.45,1
436,63,Female,London,16877.0,Down Jacket,4,93.56,374.24,54.97,219.88,154.36,41.25,1
437,33,Other,South West,57588.0,3-in-1 Jacket,4,222.29,889.16,133.88,535.52,353.64,39.77,1
438,31,Other,Midlands,28217.0,Fleece,4,93.41,373.64,65.41,261.64,112.0,29.98,0
439,29,Other,Midlands,56024.0,Softshell,3,95.53,286.59,59.61,178.83,107.76,37.6,1
440,68,Female,South East,32438.0,Waterproof Jacket,1,152.66,152.66,89.26,89.26,63.4,41.53,1
441,40,Other,London,31591.0,3-in-1 Jacket,1,102.92,102.92,58.63,58.63,44.29,43.03,1
442,32,Male,South West,32527.0,Waterproof Jacket,4,235.32,941.28,144.83,579.32,361.96,38.45,1
443,45,Other,Midlands,30992.0,Waterproof Jacket,4,159.95,639.8,92.33,369.32,270.48,42.28,1
444,51,Other,South West,60244.0,Waterproof Jacket,4,176.76,707.04,102.75,411.0,296.04,41.87,1
445,19,Other,Wales,34236.0,Waterproof Jacket,2,237.78,475.56,163.3,326.6,148.96,31.32,0
446,49,Male,London,31977.0,Waterproof Jacket,4,170.14,680.56,94.25,377.0,303.56,44.6,1
447,40,Female,South East,35770.0,Softshell,3,140.11,420.33,80.35,241.05,179.28,42.65,1
448,39,Male,Scotland,25327.0,3-in-1 Jacket,1,215.52,215.52,154.93,154.93,60.59,28.11,0
449,68,Female,Midlands,50971.0,Waterproof Jacket,3,155.28,465.84,111.64,334.92,130.92,28.1,0
450,42,Female,Wales,20289.0,Waterproof Jacket,4,134.14,536.56,82.61,330.44,206.12,38.42,1
451,39,Other,South West,28860.0,Waterproof Jacket,2,202.95,405.9,115.19,230.38,175.52,43.24,1
452,39,Female,North East,44367.0,Waterproof Jacket,4,216.27,865.08,149.44,597.76,267.32,30.9,0
453,66,Male,Northern Ireland,35424.0,Down Jacket,4,214.59,858.36,133.48,533.92,324.44,37.8,1
454,69,Male,London,40492.0,Down Jacket,4,246.2,984.8,137.65,550.6,434.2,44.09,1
455,59,Female,London,50332.0,Fleece,4,213.73,854.92,124.3,497.2,357.72,41.84,1
456,23,Other,Wales,45038.0,Waterproof Jacket,4,210.89,843.56,121.78,487.12,356.44,42.25,1
457,32,Other,South West,36375.0,Fleece,1,225.77,225.77,150.77,150.77,75.0,33.22,0
458,60,Male,North West,55893.0,Softshell,3,80.03,240.09,58.39,175.17,64.92,27.04,0
459,54,Other,London,28717.0,Fleece,2,141.61,283.22,100.35,200.7,82.52,29.14,0
460,50,Female,North West,33997.0,3-in-1 Jacket,4,205.39,821.56,135.41,541.64,279.92,34.07,0
461,25,Female,North East,34696.0,Down Jacket,2,181.95,363.9,115.43,230.86,133.04,36.56,1
462,61,Male,Wales,33976.0,Down Jacket,1,110.19,110.19,74.24,74.24,35.95,32.63,0
463,61,Female,South West,24308.0,Waterproof Jacket,3,131.63,394.89,84.08,252.24,142.65,36.12,1
464,22,Male,South West,19164.0,Waterproof Jacket,4,137.25,549.0,82.24,328.96,220.04,40.08,1
465,56,Female,Northern Ireland,39172.0,Softshell,1,176.53,176.53,121.07,121.07,55.46,31.42,0
466,21,Male,Midlands,28665.0,Softshell,1,221.37,221.37,160.42,160.42,60.95,27.53,0
467,23,Other,Midlands,54078.0,3-in-1 Jacket,3,238.52,715.56,148.97,446.91,268.65,37.54,1
468,62,Female,Scotland,34275.0,Waterproof Jacket,4,207.52,830.08,149.06,596.24,233.84,28.17,0
469,49,Female,South East,32485.0,Waterproof Jacket,3,223.3,669.9,142.07,426.21,243.69,36.38,1
470,69,Male,Wales,45943.0,Softshell,3,159.92,479.76,100.79,302.37,177.39,36.97,1
471,47,Male,North East,39022.0,Softshell,2,146.26,292.52,81.27,162.54,129.98,44.43,1
472,64,Female,South West,33245.0,Softshell,2,146.76,293.52,101.13,202.26,91.26,31.09,0
473,52,Male,Northern Ireland,28593.0,Down Jacket,3,184.73,554.19,131.44,394.32,159.87,28.85,0
474,57,Female,North West,71577.0,Fleece,2,101.12,202.24,69.04,138.08,64.16,31.72,0
475,69,Other,Wales,38618.0,Fleece,1,178.51,178.51,103.58,103.58,74.93,41.98,1
476,33,Male,Scotland,45844.0,Waterproof Jacket,3,193.07,579.21,110.18,330.54,248.67,42.93,1
477,30,Female,Wales,24771.0,Down Jacket,4,154.61,618.44,102.75,411.0,207.44,33.54,0
478,67,Other,Scotland,29220.0,Softshell,4,242.04,968.16,152.56,610.24,357.92,36.97,1
479,59,Other,South West,56123.0,Waterproof Jacket,1,183.4,183.4,116.61,116.61,66.79,36.42,1
480,47,Female,South East,48969.0,Down Jacket,4,117.4,469.6,87.29,349.16,120.44,25.65,0
481,36,Male,Scotland,39576.0,3-in-1 Jacket,4,161.47,645.88,112.19,448.76,197.12,30.52,0
482,34,Female,South West,31184.0,Down Jacket,3,194.82,584.46,123.2,369.6,214.86,36.76,1
483,36,Other,South West,32660.0,Waterproof Jacket,1,135.02,135.02,74.78,74.78,60.24,44.62,1
484,45,Female,South East,28239.0,Fleece,3,93.54,280.62,52.08,156.24,124.38,44.32,1
485,43,Male,Midlands,23432.0,Softshell,1,179.18,179.18,123.09,123.09,56.09,31.3,0
486,54,Other,Wales,44238.0,3-in-1 Jacket,3,241.14,723.42,173.03,519.09,204.33,28.25,0
487,43,Female,London,40388.0,Down Jacket,3,162.46,487.38,112.35,337.05,150.33,30.84,0
488,40,Male,London,42361.0,Waterproof Jacket,2,234.04,468.08,147.72,295.44,172.64,36.88,1
489,26,Other,North West,31631.0,Waterproof Jacket,4,221.95,887.8,123.45,493.8,394.0,44.38,1
490,29,Male,North West,37556.0,Softshell,1,105.06,105.06,78.11,78.11,26.95,25.65,0
491,18,Other,London,30680.0,Waterproof Jacket,4,200.39,801.56,149.74,598.96,202.6,25.28,0
492,18,Female,North East,27727.0,Waterproof Jacket,2,154.03,308.06,101.64,203.28,104.78,34.01,0
493,64,Male,London,51671.0,Softshell,1,122.54,122.54,69.13,69.13,53.41,43.59,1
494,51,Other,North West,36215.0,3-in-1 Jacket,2,196.78,393.56,129.52,259.04,134.52,34.18,0
495,49,Male,Northern Ireland,40075.0,Fleece,4,206.25,825.0,150.25,601.0,224.0,27.15,0
496,65,Male,North West,43358.0,Fleece,3,110.58,331.74,75.86,227.58,104.16,31.4,0
497,42,Female,North East,36340.0,Down Jacket,2,235.46,470.92,163.41,326.82,144.1,30.6,0
498,57,Male,Wales,37406.0,3-in-1 Jacket,2,207.7,415.4,117.76,235.52,179.88,43.3,1
499,62,Other,London,24134.0,Down Jacket,3,238.67,716.01,136.35,409.05,306.96,42.87,1
500,18,Other,South East,26039.0,Fleece,4,133.9,535.6,77.06,308.24,227.36,42.45,1
501,33,Other,Northern Ireland,25522.0,Softshell,2,239.69,479.38,175.18,350.36,129.02,26.91,0
502,56,Other,South West,41055.0,Waterproof Jacket,4,142.65,570.6,93.46,373.84,196.76,34.48,0
503,22,Female,North East,35709.0,Fleece,3,89.17,267.51,63.16,189.48,78.03,29.17,0
504,39,Male,North West,26040.0,3-in-1 Jacket,1,209.7,209.7,120.17,120.17,89.53,42.69,1
505,46,Female,South East,40801.0,Fleece,2,199.6,399.2,146.81,293.62,105.58,26.45,0
506,20,Male,Scotland,40435.0,3-in-1 Jacket,4,181.64,726.56,129.73,518.92,207.64,28.58,0
507,29,Male,Midlands,28050.0,3-in-1 Jacket,3,163.28,489.84,97.14,291.42,198.42,40.51,1
508,43,Male,London,34722.0,3-in-1 Jacket,3,85.47,256.41,61.95,185.85,70.56,27.52,0
509,33,Female,Midlands,40471.0,Down Jacket,2,186.18,372.36,112.21,224.42,147.94,39.73,1
510,68,Male,North East,26416.0,Softshell,1,150.86,150.86,89.17,89.17,61.69,40.89,1
511,54,Female,Scotland,40662.0,Fleece,2,175.24,350.48,105.64,211.28,139.2,39.72,1
512,39,Other,Scotland,38010.0,Softshell,4,152.98,611.92,111.98,447.92,164.0,26.8,0
513,46,Other,Scotland,25008.0,Waterproof Jacket,3,244.23,732.69,179.05,537.15,195.54,26.69,0
514,31,Male,South West,37198.0,Fleece,1,182.7,182.7,112.51,112.51,70.19,38.42,1
515,45,Female,North East,38656.0,Softshell,4,207.37,829.48,143.31,573.24,256.24,30.89,0
516,22,Other,Wales,28740.0,Softshell,2,239.18,478.36,163.87,327.74,150.62,31.49,0
517,64,Female,Midlands,29527.0,Waterproof Jacket,3,180.57,541.71,128.44,385.32,156.39,28.87,0
518,66,Female,Wales,24916.0,3-in-1 Jacket,2,82.05,164.1,49.99,99.98,64.12,39.07,1
519,47,Male,South East,30510.0,Fleece,1,85.83,85.83,55.96,55.96,29.87,34.8,0
520,63,Other,Northern Ireland,34879.0,Fleece,1,199.4,199.4,136.3,136.3,63.1,31.64,0
521,69,Male,Northern Ireland,29555.0,Waterproof Jacket,1,127.44,127.44,70.76,70.76,56.68,44.48,1
522,22,Male,Wales,20151.0,3-in-1 Jacket,1,178.49,178.49,111.62,111.62,66.87,37.46,1
523,29,Other,London,28114.0,Fleece,1,114.39,114.39,78.84,78.84,35.55,31.08,0
524,33,Other,South East,30827.0,Fleece,2,125.94,251.88,75.63,151.26,100.62,39.95,1
525,43,Female,North East,43168.0,Fleece,1,165.79,165.79,122.94,122.94,42.85,25.85,0
526,43,Other,North West,40948.0,3-in-1 Jacket,1,245.85,245.85,136.7,136.7,109.15,44.4,1
527,65,Female,Northern Ireland,43362.0,Waterproof Jacket,3,184.77,554.31,137.03,411.09,143.22,25.84,0
528,38,Female,North West,27610.0,Fleece,1,239.15,239.15,141.9,141.9,97.25,40.66,1
529,56,Female,South East,36416.0,Softshell,3,243.09,729.27,136.07,408.21,321.06,44.02,1
530,53,Other,Midlands,10770.0,3-in-1 Jacket,3,115.38,346.14,70.21,210.63,135.51,39.15,1
531,50,Male,Northern Ireland,39289.0,Down Jacket,3,132.9,398.7,93.99,281.97,116.73,29.28,0
532,47,Female,London,41109.0,Waterproof Jacket,2,210.9,421.8,147.73,295.46,126.34,29.95,0
533,54,Male,London,31484.0,Softshell,2,227.35,454.7,134.54,269.08,185.62,40.82,1
534,40,Male,Scotland,37954.0,Fleece,4,168.27,673.08,99.17,396.68,276.4,41.06,1
535,27,Other,South West,19851.0,Down Jacket,4,248.85,995.4,168.85,675.4,320.0,32.15,0
